secteur_activite,revenu_mensuel_estime_fcfa,volume_flux_mobile_money_fcfa,solde_epargne_mobile_fcfa,retards_paiement_6mois,taux_endettement,membre_cooperative_tontine,nb_depots_suspects_24h,ratio_retrait_immediat,changement_sim_recent,defaut_paiement,est_fraude
Planteur_Cacao,457000.0,454000.0,91000.0,0,0.22,0,1,0.66,0,0,1
Planteur_Cacao,641000.0,604000.0,89000.0,0,0.78,0,1,0.54,0,1,1
Salarie_Prive,219000.0,183000.0,44000.0,1,0.7,1,0,0.88,0,1,0
Fonctionnaire,429000.0,384000.0,137000.0,0,0.83,0,0,0.59,0,0,0
Commercant_Informel,266000.0,274000.0,65000.0,0,0.75,0,1,0.53,0,0,0
Commercant_Informel,340000.0,225000.0,59000.0,0,0.27,1,1,0.92,0,0,1
Planteur_Cacao,438000.0,470000.0,102000.0,0,0.13,1,0,0.74,0,0,0
Commercant_Informel,212000.0,277000.0,11000.0,0,0.14,0,1,0.2,1,0,1
Commercant_Informel,251000.0,317000.0,34000.0,1,0.28,1,1,0.26,0,1,0
Planteur_Cacao,257000.0,168000.0,35000.0,0,0.54,0,0,0.8,0,0,0
Planteur_Cacao,594000.0,385000.0,53000.0,0,0.69,1,2,0.84,0,0,1
Commercant_Informel,282000.0,217000.0,19000.0,0,0.77,1,1,0.59,0,1,0
Planteur_Cacao,742000.0,639000.0,135000.0,1,0.55,1,1,0.59,0,1,1
Planteur_Cacao,389000.0,353000.0,50000.0,0,0.05,1,0,0.66,0,0,0
Planteur_Cacao,272000.0,321000.0,38000.0,1,0.2,1,0,0.49,0,1,0
Planteur_Cacao,128000.0,71000.0,14000.0,1,0.13,0,0,0.71,0,0,0
Planteur_Cacao,75000.0,40000.0,3000.0,0,0.34,0,0,0.2,0,0,0
Fonctionnaire,293000.0,262000.0,97000.0,1,0.45,0,0,0.96,0,1,0
Commercant_Informel,304000.0,364000.0,127000.0,1,0.08,1,0,0.77,0,0,0
Salarie_Prive,576000.0,400000.0,115000.0,0,0.33,0,1,0.66,0,0,1
Salarie_Prive,263000.0,300000.0,18000.0,3,0.19,1,0,0.38,0,1,0
Commercant_Informel,361000.0,274000.0,86000.0,0,0.57,0,0,0.24,0,0,0
Planteur_Cacao,313000.0,434000.0,142000.0,0,0.42,1,1,0.46,0,0,1
Commercant_Informel,293000.0,409000.0,128000.0,0,0.45,0,0,0.69,0,0,0
Commercant_Informel,425000.0,339000.0,21000.0,0,0.39,0,0,0.66,0,1,0
Salarie_Prive,635000.0,463000.0,123000.0,0,0.81,1,0,0.44,0,0,0
Commercant_Informel,256000.0,233000.0,79000.0,1,0.22,1,0,0.65,0,0,0
Planteur_Cacao,240000.0,177000.0,42000.0,0,0.46,1,0,0.82,0,0,0
Planteur_Cacao,60000.0,70000.0,19000.0,0,0.64,1,0,0.12,0,0,0
Commercant_Informel,215000.0,285000.0,55000.0,2,0.5,1,0,0.5,0,1,0
Salarie_Prive,468000.0,549000.0,121000.0,0,0.79,1,0,0.78,0,0,0
Commercant_Informel,191000.0,253000.0,8000.0,1,0.35,1,0,0.59,1,1,1
Commercant_Informel,268000.0,241000.0,63000.0,1,0.42,0,0,0.68,0,1,0
Artisan,205000.0,134000.0,7000.0,0,0.12,1,2,0.56,0,0,1
Salarie_Prive,466000.0,577000.0,107000.0,1,0.54,0,0,0.98,0,1,0
Planteur_Cacao,283000.0,244000.0,32000.0,0,0.28,0,0,0.15,0,0,0
Planteur_Cacao,430000.0,504000.0,115000.0,1,0.18,1,0,0.54,1,0,1
Planteur_Cacao,480000.0,370000.0,26000.0,0,0.49,1,0,0.18,0,0,0
Planteur_Cacao,204000.0,118000.0,33000.0,0,0.48,0,0,0.24,0,0,0
Planteur_Cacao,654000.0,976000.0,314000.0,0,0.11,0,2,0.44,0,0,1
Planteur_Cacao,382000.0,251000.0,21000.0,0,0.61,1,0,0.24,0,0,0
Planteur_Cacao,403000.0,600000.0,36000.0,0,0.55,0,3,0.96,0,1,1
Planteur_Cacao,527000.0,779000.0,59000.0,1,0.2,0,0,0.94,0,1,0
Fonctionnaire,439000.0,568000.0,201000.0,2,0.43,0,1,0.4,0,1,0
Planteur_Cacao,572000.0,663000.0,146000.0,0,0.63,0,0,0.67,0,0,0
Commercant_Informel,306000.0,330000.0,65000.0,0,0.47,1,0,0.58,0,0,0
Commercant_Informel,225000.0,307000.0,19000.0,0,0.37,0,2,0.83,0,0,1
Artisan,222000.0,175000.0,47000.0,1,0.31,0,1,0.66,0,1,1
Planteur_Cacao,194000.0,188000.0,66000.0,0,0.54,1,1,0.1,0,0,0
Commercant_Informel,290000.0,324000.0,109000.0,0,0.8,0,0,0.78,0,1,0
Artisan,198000.0,180000.0,47000.0,1,0.59,1,0,0.76,0,1,0
Fonctionnaire,403000.0,374000.0,18000.0,1,0.11,1,0,0.55,0,0,0
Fonctionnaire,410000.0,340000.0,21000.0,1,0.42,1,0,0.9,0,1,0
Planteur_Cacao,61000.0,65000.0,3000.0,0,0.76,1,0,0.91,0,1,0
Planteur_Cacao,301000.0,407000.0,48000.0,2,0.13,1,1,0.57,0,1,0
Salarie_Prive,514000.0,361000.0,26000.0,0,0.84,0,0,0.64,0,1,0
Artisan,210000.0,301000.0,36000.0,2,0.81,1,0,0.99,0,1,0
Commercant_Informel,188000.0,223000.0,37000.0,1,0.11,1,0,0.37,0,0,0
Commercant_Informel,394000.0,521000.0,197000.0,0,0.8,1,0,0.39,0,0,0
Planteur_Cacao,244000.0,258000.0,65000.0,2,0.34,1,1,0.26,0,1,0
Salarie_Prive,645000.0,826000.0,279000.0,0,0.73,0,0,0.9,0,0,0
Planteur_Cacao,477000.0,246000.0,71000.0,1,0.38,0,1,0.76,0,1,1
Planteur_Cacao,284000.0,374000.0,23000.0,0,0.4,0,0,0.19,1,0,1
Commercant_Informel,440000.0,238000.0,71000.0,1,0.56,1,1,0.97,0,1,1
Commercant_Informel,173000.0,240000.0,30000.0,1,0.67,1,0,0.75,0,1,0
Planteur_Cacao,565000.0,844000.0,222000.0,1,0.08,0,1,0.86,0,0,1
Planteur_Cacao,580000.0,461000.0,69000.0,1,0.52,0,0,0.14,1,1,1
Salarie_Prive,399000.0,284000.0,113000.0,0,0.2,1,1,0.55,0,0,0
Planteur_Cacao,651000.0,823000.0,99000.0,0,0.33,0,0,0.72,0,0,0
Commercant_Informel,257000.0,194000.0,24000.0,0,0.33,0,2,0.58,0,1,1
Planteur_Cacao,452000.0,617000.0,231000.0,0,0.43,0,0,0.69,0,0,0
Commercant_Informel,303000.0,183000.0,5000.0,1,0.32,1,1,0.83,0,1,1
Commercant_Informel,268000.0,168000.0,48000.0,2,0.14,0,0,0.43,0,1,0
Planteur_Cacao,546000.0,808000.0,239000.0,0,0.17,1,0,0.86,0,0,0
Planteur_Cacao,543000.0,637000.0,215000.0,0,0.08,1,0,0.24,0,0,0
Planteur_Cacao,85000.0,115000.0,45000.0,0,0.43,1,3,0.34,0,0,1
Planteur_Cacao,635000.0,523000.0,204000.0,0,0.81,1,0,0.14,0,0,0
Artisan,100000.0,118000.0,5000.0,2,0.14,1,0,0.42,0,1,0
Planteur_Cacao,586000.0,641000.0,213000.0,0,0.81,1,1,0.44,0,0,1
Fonctionnaire,510000.0,563000.0,149000.0,1,0.64,0,0,0.82,0,1,0
Planteur_Cacao,204000.0,241000.0,64000.0,3,0.56,0,0,0.68,0,1,0
Salarie_Prive,438000.0,471000.0,32000.0,1,0.57,0,1,0.49,0,1,1
Salarie_Prive,334000.0,310000.0,83000.0,1,0.71,1,0,0.68,0,1,0
Commercant_Informel,261000.0,202000.0,80000.0,0,0.14,1,0,0.15,0,0,0
Commercant_Informel,252000.0,320000.0,117000.0,1,0.45,0,1,0.26,1,0,1
Commercant_Informel,350000.0,254000.0,48000.0,2,0.61,1,1,0.66,0,1,1
Planteur_Cacao,636000.0,758000.0,27000.0,0,0.52,0,0,0.67,0,0,0
Artisan,284000.0,208000.0,33000.0,1,0.72,0,0,0.79,1,1,1
Fonctionnaire,375000.0,422000.0,141000.0,2,0.11,1,2,0.46,1,1,1
Artisan,187000.0,234000.0,67000.0,1,0.6,0,1,0.74,0,1,1
Planteur_Cacao,97000.0,70000.0,14000.0,0,0.48,0,0,0.71,0,1,0
Salarie_Prive,379000.0,212000.0,9000.0,1,0.35,1,0,0.96,1,1,1
Artisan,258000.0,163000.0,30000.0,1,0.32,1,0,0.29,0,1,0
Planteur_Cacao,691000.0,764000.0,151000.0,0,0.55,1,1,0.59,0,0,1
Planteur_Cacao,178000.0,240000.0,89000.0,1,0.76,1,1,0.64,0,1,0
Salarie_Prive,411000.0,224000.0,59000.0,2,0.45,1,0,0.99,0,1,0
Commercant_Informel,278000.0,343000.0,47000.0,0,0.71,1,0,0.28,0,0,0
Fonctionnaire,442000.0,372000.0,82000.0,0,0.37,1,0,0.57,0,0,0
Planteur_Cacao,254000.0,249000.0,11000.0,0,0.13,0,0,0.41,0,0,0
Salarie_Prive,564000.0,805000.0,314000.0,1,0.1,1,0,0.57,0,0,0
Planteur_Cacao,315000.0,262000.0,41000.0,0,0.09,1,0,0.31,1,0,1
Planteur_Cacao,397000.0,384000.0,77000.0,1,0.35,1,0,0.14,0,0,0
Planteur_Cacao,498000.0,256000.0,40000.0,0,0.32,1,0,0.61,0,0,0
Fonctionnaire,421000.0,245000.0,68000.0,0,0.62,1,0,0.4,0,0,0
Salarie_Prive,435000.0,330000.0,90000.0,3,0.64,1,0,0.26,0,1,0
Commercant_Informel,270000.0,143000.0,42000.0,1,0.09,1,0,0.39,0,0,0
Commercant_Informel,272000.0,308000.0,38000.0,0,0.23,0,0,0.14,0,0,0
Fonctionnaire,390000.0,362000.0,51000.0,1,0.27,0,0,0.95,0,0,0
Commercant_Informel,257000.0,269000.0,18000.0,1,0.49,1,0,0.62,0,1,0
Fonctionnaire,548000.0,370000.0,99000.0,2,0.17,1,0,0.83,0,1,0
Commercant_Informel,330000.0,263000.0,9000.0,1,0.16,1,0,0.48,0,0,0
Commercant_Informel,253000.0,295000.0,73000.0,1,0.81,0,1,0.9,0,1,1
Commercant_Informel,343000.0,502000.0,176000.0,0,0.69,1,1,0.53,0,0,0
Planteur_Cacao,340000.0,187000.0,67000.0,0,0.19,0,0,0.61,0,0,0
Salarie_Prive,676000.0,940000.0,179000.0,0,0.38,1,1,0.54,0,0,0
Commercant_Informel,313000.0,337000.0,66000.0,1,0.33,1,1,0.75,0,1,1
Planteur_Cacao,381000.0,405000.0,20000.0,0,0.68,1,0,0.6,0,1,0
Fonctionnaire,456000.0,456000.0,125000.0,0,0.46,0,1,0.34,0,0,0
Commercant_Informel,139000.0,79000.0,26000.0,0,0.15,0,0,0.23,0,0,0
Commercant_Informel,179000.0,105000.0,12000.0,2,0.64,1,0,0.64,0,1,0
Artisan,128000.0,141000.0,25000.0,1,0.37,1,0,0.54,0,1,0
Salarie_Prive,521000.0,439000.0,149000.0,0,0.26,1,0,0.19,0,0,0
Planteur_Cacao,712000.0,1009000.0,356000.0,1,0.35,1,0,0.45,0,0,0
Artisan,334000.0,303000.0,34000.0,2,0.45,0,1,0.56,0,1,0
Salarie_Prive,596000.0,383000.0,88000.0,2,0.32,0,0,0.84,0,1,0
Planteur_Cacao,490000.0,595000.0,55000.0,1,0.24,0,1,0.17,0,0,0
Planteur_Cacao,76000.0,60000.0,4000.0,2,0.37,0,0,0.41,0,1,0
Salarie_Prive,419000.0,429000.0,157000.0,0,0.07,1,1,0.83,0,0,1
Salarie_Prive,382000.0,457000.0,152000.0,1,0.67,0,1,0.68,0,1,1
Commercant_Informel,224000.0,314000.0,97000.0,0,0.19,0,0,0.36,0,0,0
Fonctionnaire,407000.0,525000.0,20000.0,0,0.09,1,1,0.85,0,0,1
Salarie_Prive,429000.0,505000.0,172000.0,0,0.57,0,1,0.54,0,0,1
Planteur_Cacao,60000.0,71000.0,13000.0,0,0.67,1,1,0.54,1,0,1
Planteur_Cacao,535000.0,773000.0,116000.0,0,0.7,0,0,0.97,0,1,0
Planteur_Cacao,207000.0,165000.0,37000.0,0,0.44,1,0,0.94,0,0,0
Salarie_Prive,536000.0,269000.0,15000.0,1,0.21,1,1,0.42,0,1,1
Planteur_Cacao,773000.0,597000.0,184000.0,0,0.64,0,0,0.23,0,0,0
Commercant_Informel,197000.0,142000.0,34000.0,0,0.61,1,1,0.39,0,0,0
Salarie_Prive,120000.0,140000.0,13000.0,1,0.25,1,0,0.13,0,1,0
Fonctionnaire,397000.0,450000.0,41000.0,0,0.77,1,0,0.12,0,1,0
Planteur_Cacao,598000.0,654000.0,59000.0,0,0.13,1,0,0.45,0,0,0
Fonctionnaire,577000.0,298000.0,12000.0,2,0.84,1,0,0.94,0,1,0
Planteur_Cacao,179000.0,220000.0,53000.0,1,0.74,0,0,0.88,0,1,0
Fonctionnaire,460000.0,379000.0,128000.0,0,0.6,0,1,0.56,0,0,0
Planteur_Cacao,316000.0,368000.0,10000.0,1,0.8,1,0,0.6,0,1,0
Commercant_Informel,270000.0,286000.0,11000.0,1,0.63,0,0,0.11,1,1,1
Salarie_Prive,897000.0,756000.0,180000.0,1,0.2,1,1,0.29,0,0,0
Planteur_Cacao,129000.0,82000.0,27000.0,0,0.4,0,0,0.12,0,0,0
Planteur_Cacao,446000.0,265000.0,38000.0,1,0.11,1,1,0.77,0,0,1
Salarie_Prive,570000.0,759000.0,116000.0,1,0.36,1,0,0.23,0,0,0
Salarie_Prive,663000.0,940000.0,232000.0,1,0.64,1,0,0.87,0,1,0
Salarie_Prive,515000.0,592000.0,74000.0,1,0.36,1,0,0.67,0,1,0
Salarie_Prive,546000.0,330000.0,10000.0,1,0.31,0,1,0.3,0,1,0
Commercant_Informel,245000.0,221000.0,66000.0,2,0.53,0,0,0.24,0,1,0
Planteur_Cacao,448000.0,551000.0,142000.0,0,0.75,1,2,0.66,0,0,1
Planteur_Cacao,338000.0,433000.0,104000.0,2,0.09,1,0,0.9,0,1,0
Planteur_Cacao,512000.0,316000.0,96000.0,0,0.36,0,0,0.74,0,0,0
Artisan,178000.0,89000.0,25000.0,0,0.18,0,1,0.41,0,0,0
Commercant_Informel,314000.0,381000.0,37000.0,2,0.61,1,0,0.62,0,1,0
Commercant_Informel,277000.0,238000.0,37000.0,0,0.13,1,0,0.38,0,0,0
Commercant_Informel,381000.0,288000.0,20000.0,1,0.58,0,0,0.99,0,1,0
Artisan,197000.0,101000.0,7000.0,1,0.28,1,0,0.77,0,1,0
Planteur_Cacao,81000.0,84000.0,23000.0,2,0.21,1,0,0.65,0,1,0
Commercant_Informel,394000.0,532000.0,184000.0,0,0.8,1,0,0.48,0,0,0
Commercant_Informel,198000.0,289000.0,112000.0,1,0.06,0,0,0.65,0,0,0
Salarie_Prive,402000.0,428000.0,111000.0,0,0.4,0,0,0.4,0,0,0
Planteur_Cacao,293000.0,297000.0,27000.0,2,0.07,0,0,0.13,0,1,0
Fonctionnaire,530000.0,310000.0,19000.0,0,0.44,0,1,0.45,0,1,0
Artisan,72000.0,75000.0,25000.0,0,0.45,0,0,0.93,0,0,0
Commercant_Informel,562000.0,495000.0,119000.0,0,0.31,1,0,0.66,0,0,0
Salarie_Prive,658000.0,729000.0,186000.0,1,0.16,0,0,0.17,1,0,0
Artisan,213000.0,190000.0,60000.0,1,0.35,1,0,0.89,0,1,0
Salarie_Prive,492000.0,364000.0,105000.0,0,0.59,0,0,0.34,0,0,0
Planteur_Cacao,451000.0,269000.0,91000.0,0,0.68,1,0,0.32,0,0,0
Commercant_Informel,327000.0,266000.0,11000.0,0,0.47,1,1,0.36,1,0,1
Salarie_Prive,597000.0,356000.0,108000.0,0,0.52,0,0,0.61,0,0,0
Commercant_Informel,330000.0,223000.0,77000.0,0,0.21,0,0,0.58,0,0,0
Salarie_Prive,513000.0,764000.0,98000.0,1,0.28,1,1,0.54,0,0,1
Artisan,188000.0,178000.0,47000.0,1,0.18,1,1,0.74,0,0,1
Artisan,191000.0,197000.0,27000.0,3,0.25,1,1,0.38,0,1,0
Commercant_Informel,262000.0,361000.0,138000.0,2,0.23,1,1,0.8,0,1,1
Planteur_Cacao,604000.0,903000.0,30000.0,0,0.47,0,0,0.26,0,0,0
Artisan,236000.0,255000.0,61000.0,0,0.5,1,0,0.8,0,0,0
Fonctionnaire,185000.0,243000.0,20000.0,2,0.81,0,1,0.69,0,1,0
Planteur_Cacao,518000.0,428000.0,125000.0,0,0.21,1,0,0.71,0,0,0
Artisan,212000.0,171000.0,15000.0,0,0.56,0,0,0.53,0,1,0
Fonctionnaire,419000.0,378000.0,41000.0,1,0.7,0,0,0.69,0,1,0
Commercant_Informel,245000.0,287000.0,60000.0,2,0.5,1,0,0.17,0,1,0
Commercant_Informel,381000.0,451000.0,166000.0,1,0.25,1,0,0.86,0,0,0
Commercant_Informel,365000.0,298000.0,30000.0,1,0.26,0,0,0.15,0,1,0
Planteur_Cacao,261000.0,165000.0,12000.0,1,0.08,0,0,0.23,0,1,0
Planteur_Cacao,473000.0,536000.0,165000.0,0,0.29,1,2,0.61,0,0,1
Fonctionnaire,342000.0,215000.0,45000.0,1,0.65,1,0,0.76,1,1,1
Planteur_Cacao,152000.0,164000.0,60000.0,1,0.09,1,1,0.17,0,0,0
Planteur_Cacao,287000.0,343000.0,26000.0,1,0.23,1,0,0.92,0,0,0
Commercant_Informel,358000.0,429000.0,114000.0,1,0.61,1,0,0.97,0,1,0
Commercant_Informel,366000.0,458000.0,50000.0,0,0.68,1,0,0.64,0,0,0
Artisan,231000.0,317000.0,25000.0,0,0.41,0,0,0.53,0,0,0
Planteur_Cacao,531000.0,530000.0,148000.0,1,0.61,0,1,0.76,0,1,1
Planteur_Cacao,493000.0,606000.0,149000.0,2,0.36,0,0,0.39,0,1,0
Salarie_Prive,404000.0,452000.0,139000.0,1,0.18,0,0,0.54,1,1,1
Commercant_Informel,319000.0,219000.0,30000.0,0,0.37,0,0,0.92,0,1,0
Planteur_Cacao,544000.0,286000.0,54000.0,1,0.51,1,0,0.95,0,1,0
Commercant_Informel,348000.0,273000.0,48000.0,1,0.81,1,0,0.93,0,1,0
Planteur_Cacao,614000.0,579000.0,228000.0,0,0.11,0,1,0.33,0,0,0
Planteur_Cacao,527000.0,589000.0,77000.0,0,0.46,1,0,0.31,1,0,0
Commercant_Informel,312000.0,421000.0,56000.0,1,0.31,1,1,0.36,0,1,0
Commercant_Informel,376000.0,262000.0,41000.0,1,0.46,0,1,0.49,0,1,0
Artisan,198000.0,124000.0,29000.0,0,0.07,0,0,0.38,0,0,0
Commercant_Informel,201000.0,294000.0,34000.0,0,0.3,0,0,0.43,0,1,0
Commercant_Informel,265000.0,161000.0,59000.0,0,0.71,1,2,0.65,0,0,1
Salarie_Prive,388000.0,380000.0,46000.0,0,0.49,0,0,0.78,0,1,0
Planteur_Cacao,278000.0,302000.0,109000.0,2,0.41,0,1,0.75,0,1,1
Salarie_Prive,478000.0,498000.0,30000.0,0,0.28,1,0,0.82,0,0,0
Planteur_Cacao,257000.0,151000.0,41000.0,0,0.29,0,0,0.13,0,0,0
Artisan,182000.0,101000.0,37000.0,1,0.36,1,0,0.14,0,1,0
Planteur_Cacao,60000.0,36000.0,3000.0,1,0.72,1,1,0.8,0,1,1
Commercant_Informel,299000.0,325000.0,126000.0,0,0.82,1,0,0.57,0,0,0
Planteur_Cacao,400000.0,418000.0,80000.0,1,0.4,1,0,0.61,0,1,0
Artisan,151000.0,111000.0,42000.0,1,0.36,1,0,0.15,0,0,0
Commercant_Informel,339000.0,386000.0,107000.0,0,0.73,1,0,0.33,0,0,0
Commercant_Informel,364000.0,481000.0,65000.0,0,0.39,1,0,0.67,0,0,0
Planteur_Cacao,111000.0,60000.0,5000.0,1,0.49,1,0,0.86,0,1,0
Salarie_Prive,386000.0,385000.0,52000.0,0,0.23,0,1,0.92,0,0,1
Planteur_Cacao,262000.0,311000.0,17000.0,1,0.64,1,0,0.55,0,1,0
Fonctionnaire,345000.0,259000.0,19000.0,0,0.48,1,0,0.59,0,0,0
Planteur_Cacao,549000.0,444000.0,27000.0,0,0.7,0,1,0.84,0,1,1
Planteur_Cacao,365000.0,407000.0,73000.0,0,0.67,1,1,0.58,0,0,0
Planteur_Cacao,352000.0,493000.0,159000.0,0,0.22,1,1,0.56,0,0,1
Commercant_Informel,100000.0,131000.0,10000.0,1,0.62,1,0,0.91,0,1,0
Commercant_Informel,337000.0,365000.0,25000.0,0,0.69,0,2,0.8,1,1,1
Planteur_Cacao,177000.0,218000.0,58000.0,0,0.33,0,0,0.91,0,0,0
Salarie_Prive,509000.0,440000.0,42000.0,2,0.19,0,0,0.29,0,1,0
Commercant_Informel,305000.0,348000.0,20000.0,0,0.05,0,1,0.57,0,0,0
Commercant_Informel,402000.0,389000.0,32000.0,0,0.41,1,0,0.85,0,0,0
Commercant_Informel,162000.0,112000.0,42000.0,0,0.33,1,0,0.2,0,0,0
Commercant_Informel,60000.0,72000.0,24000.0,0,0.49,1,1,0.81,0,0,1
Commercant_Informel,297000.0,313000.0,48000.0,0,0.2,1,0,0.26,0,0,0
Planteur_Cacao,724000.0,622000.0,167000.0,0,0.74,0,1,0.82,0,0,1
Planteur_Cacao,623000.0,879000.0,197000.0,1,0.26,0,0,0.64,1,1,1
Fonctionnaire,437000.0,228000.0,63000.0,2,0.23,1,0,0.27,0,1,0
Artisan,171000.0,139000.0,39000.0,0,0.43,0,0,0.52,0,0,0
Commercant_Informel,353000.0,196000.0,51000.0,0,0.45,1,0,0.71,0,0,0
Planteur_Cacao,225000.0,285000.0,34000.0,0,0.22,1,0,0.66,0,0,0
Salarie_Prive,571000.0,687000.0,24000.0,1,0.27,0,0,0.48,0,1,0
Commercant_Informel,325000.0,271000.0,52000.0,2,0.19,1,0,0.9,0,1,0
Planteur_Cacao,591000.0,695000.0,249000.0,1,0.62,1,0,0.56,0,1,0
Planteur_Cacao,897000.0,803000.0,190000.0,0,0.67,1,0,0.55,0,0,0
Salarie_Prive,559000.0,702000.0,236000.0,0,0.42,1,1,0.16,0,0,0
Salarie_Prive,424000.0,404000.0,160000.0,0,0.62,0,2,0.92,0,0,1
Planteur_Cacao,395000.0,361000.0,30000.0,1,0.64,0,1,0.26,0,1,0
Planteur_Cacao,82000.0,117000.0,33000.0,0,0.16,1,1,0.57,0,0,0
Planteur_Cacao,275000.0,206000.0,57000.0,1,0.82,1,1,0.82,0,1,1
Salarie_Prive,439000.0,272000.0,107000.0,0,0.71,0,1,0.29,0,0,0
Planteur_Cacao,306000.0,332000.0,131000.0,1,0.21,0,1,0.57,0,0,0
Planteur_Cacao,427000.0,628000.0,176000.0,0,0.2,1,0,0.31,0,0,0
Salarie_Prive,377000.0,331000.0,37000.0,0,0.15,1,0,0.78,0,0,0
Planteur_Cacao,602000.0,338000.0,109000.0,0,0.16,0,0,0.6,0,0,0
Salarie_Prive,500000.0,420000.0,25000.0,2,0.65,1,0,0.86,0,1,0
Planteur_Cacao,398000.0,401000.0,127000.0,0,0.43,1,1,0.9,0,0,1
Planteur_Cacao,341000.0,226000.0,83000.0,0,0.68,1,1,0.68,0,0,1
Planteur_Cacao,428000.0,496000.0,82000.0,0,0.65,1,1,0.75,0,0,1
Salarie_Prive,624000.0,934000.0,243000.0,0,0.53,1,0,0.59,0,0,0
Fonctionnaire,351000.0,334000.0,61000.0,2,0.6,1,1,0.44,0,1,0
Fonctionnaire,367000.0,314000.0,59000.0,0,0.06,0,0,0.68,0,0,0
Commercant_Informel,253000.0,228000.0,31000.0,0,0.3,1,0,0.91,0,0,0
Salarie_Prive,298000.0,183000.0,57000.0,0,0.56,1,0,0.47,1,0,1
Planteur_Cacao,253000.0,349000.0,131000.0,0,0.06,1,0,0.38,0,0,0
Planteur_Cacao,314000.0,288000.0,109000.0,0,0.08,0,1,0.45,0,0,0
Fonctionnaire,490000.0,435000.0,38000.0,0,0.73,1,0,0.49,0,0,0
Planteur_Cacao,447000.0,519000.0,183000.0,0,0.6,1,0,0.17,0,0,0
Planteur_Cacao,435000.0,410000.0,123000.0,0,0.26,1,0,0.54,0,0,0
Planteur_Cacao,553000.0,635000.0,74000.0,0,0.6,0,0,0.54,0,1,0
Planteur_Cacao,375000.0,211000.0,10000.0,1,0.68,1,2,0.62,0,1,1
Planteur_Cacao,470000.0,618000.0,75000.0,1,0.3,1,1,0.42,1,0,1
Commercant_Informel,271000.0,390000.0,143000.0,0,0.08,1,1,0.65,0,0,1
Commercant_Informel,304000.0,349000.0,91000.0,0,0.8,0,1,0.88,0,1,1
Fonctionnaire,373000.0,543000.0,160000.0,0,0.33,1,0,0.95,0,0,0
Fonctionnaire,225000.0,147000.0,17000.0,1,0.14,0,0,0.62,0,1,0
Planteur_Cacao,376000.0,367000.0,108000.0,2,0.44,0,0,0.14,0,1,0
Planteur_Cacao,656000.0,723000.0,22000.0,1,0.66,0,0,0.96,0,1,0
Commercant_Informel,363000.0,393000.0,64000.0,0,0.23,1,0,0.73,0,0,0
Commercant_Informel,367000.0,331000.0,85000.0,1,0.27,0,0,0.4,0,0,0
Planteur_Cacao,623000.0,522000.0,39000.0,0,0.24,1,1,0.23,0,0,0
Salarie_Prive,513000.0,322000.0,107000.0,0,0.84,1,0,0.23,1,0,1
Commercant_Informel,298000.0,266000.0,29000.0,1,0.21,0,0,0.25,0,1,0
Commercant_Informel,224000.0,149000.0,40000.0,0,0.51,1,2,0.14,0,0,1
Commercant_Informel,252000.0,311000.0,54000.0,1,0.79,1,0,0.9,0,1,0
Planteur_Cacao,511000.0,362000.0,89000.0,0,0.17,1,0,0.58,0,0,0
Artisan,272000.0,152000.0,9000.0,0,0.83,1,1,0.72,0,1,0
Salarie_Prive,479000.0,504000.0,13000.0,0,0.81,1,0,0.84,0,0,0
Planteur_Cacao,319000.0,349000.0,128000.0,0,0.76,0,0,0.8,0,0,0
Fonctionnaire,420000.0,576000.0,71000.0,1,0.22,0,0,0.89,0,0,0
Commercant_Informel,334000.0,360000.0,119000.0,0,0.56,0,0,0.96,0,0,0
Fonctionnaire,304000.0,257000.0,103000.0,0,0.66,1,0,0.49,0,0,0
Salarie_Prive,156000.0,203000.0,20000.0,2,0.84,0,0,0.95,0,1,0
Commercant_Informel,230000.0,240000.0,29000.0,0,0.19,1,0,0.74,0,0,0
Planteur_Cacao,180000.0,104000.0,28000.0,2,0.66,1,0,0.16,0,1,0
Planteur_Cacao,309000.0,329000.0,127000.0,0,0.32,1,0,0.71,0,0,0
Commercant_Informel,267000.0,376000.0,138000.0,1,0.19,1,0,0.71,0,0,0
Salarie_Prive,432000.0,387000.0,82000.0,1,0.39,1,1,0.91,0,1,1
Planteur_Cacao,661000.0,527000.0,170000.0,1,0.69,1,0,0.43,0,1,0
Planteur_Cacao,459000.0,295000.0,21000.0,0,0.42,1,0,0.62,0,0,0
Fonctionnaire,444000.0,289000.0,113000.0,1,0.48,1,0,0.11,0,1,0
Artisan,237000.0,221000.0,86000.0,1,0.85,1,0,0.4,1,1,1
Commercant_Informel,178000.0,194000.0,16000.0,0,0.37,0,0,0.16,0,0,0
Planteur_Cacao,587000.0,341000.0,46000.0,0,0.54,0,0,0.56,0,1,0
Planteur_Cacao,386000.0,556000.0,32000.0,1,0.34,1,0,0.83,0,1,0
Planteur_Cacao,521000.0,654000.0,81000.0,0,0.36,1,0,0.28,0,0,0
Artisan,136000.0,147000.0,49000.0,0,0.61,0,0,0.57,0,0,1
Planteur_Cacao,120000.0,160000.0,26000.0,1,0.8,1,0,0.28,0,1,0
Commercant_Informel,354000.0,205000.0,11000.0,0,0.48,0,0,0.21,0,1,0
Planteur_Cacao,468000.0,457000.0,69000.0,0,0.66,1,0,0.55,0,0,0
Commercant_Informel,199000.0,225000.0,88000.0,1,0.12,0,0,0.17,0,0,0
